"MostUsed" "SentCount" "SentLen" "WordCount" "WordLen" "," "." ":" "CC" "CD" "DT" "EX" "IN" "JJ" "JJS" "MD" "NN" "NNP" "NNS" "POS" "PRP" "PRP$" "RB" "RP" "TO" "UH" "VB" "VBD" "VBG" "VBN" "VBP" "VBZ" "WDT" "WP" "WRB" "Adjectives" "''" "JJR" "PDT" "RBR" "RBS" "-LRB-" "-RRB-" "``" "FW" "NNPS" "WP$" "#"
"485" "back" 41 106.317073170732 909 3.96809680968097 33 41 1 31 14 83 2 111 47 1 7 106 8 36 0 78 26 58 4 27 0 35 86 24 20 4 6 7 2 5 50 0 2 0 2 1 0 0 0 1 0 0 0
"486" "back" 21 156.095238095238 759 3.43741765480896 13 22 0 33 7 72 1 94 24 0 9 98 3 16 1 89 23 57 13 26 1 33 71 22 8 2 9 3 1 5 24 0 0 0 0 0 2 1 0 0 0 0 0
"487" "member" 36 105.111111111111 768 4.10807291666667 23 36 3 28 4 85 1 90 39 1 3 104 13 20 2 54 17 44 1 28 0 32 66 10 17 9 12 1 11 2 48 0 8 0 4 0 0 0 0 0 0 0 0
"488" "truck" 50 84.26 925 3.75243243243243 21 50 1 36 11 93 2 110 39 3 8 135 7 23 0 76 20 62 9 25 0 27 92 33 3 5 6 5 2 11 44 3 2 2 2 0 0 0 1 0 0 0 0
"489" "walk" 51 78.0588235294118 874 3.78260869565217 31 51 0 38 2 69 4 98 37 0 11 111 0 23 1 100 33 46 7 21 0 27 98 30 14 4 0 4 4 4 38 1 1 1 0 0 1 1 1 0 0 0 0
"490" "school" 14 165.785714285714 527 3.51423149905123 9 14 3 27 4 37 3 68 20 4 3 60 2 16 0 78 12 33 4 9 0 14 66 10 7 5 2 2 7 4 27 0 3 1 0 0 0 0 0 0 0 0 0
"491" "team" 40 48.875 453 3.59602649006623 3 40 0 18 9 38 0 40 23 3 4 61 0 19 0 39 19 23 3 11 0 16 32 11 8 14 8 2 1 2 26 1 0 0 0 0 1 1 0 1 2 0 0
"492" "time" 29 127.068965517241 714 4.31932773109244 15 29 1 25 7 76 3 92 26 2 0 103 11 30 0 50 13 46 3 28 0 25 69 22 8 5 5 0 4 2 36 1 8 0 0 0 1 2 2 0 0 0 0
"493" "laughter" 7 71.8571428571429 104 4.08653846153846 2 7 0 6 3 10 1 11 4 0 2 13 0 5 0 11 1 6 0 2 0 5 5 0 0 3 4 1 0 0 4 1 0 0 1 0 0 0 0 0 0 0 0
"494" "laugh" 43 58.5581395348837 575 3.6504347826087 16 44 0 15 4 41 0 63 23 5 18 47 9 14 0 74 9 54 6 14 0 34 21 16 4 22 8 0 2 12 28 0 0 0 0 0 0 0 0 0 0 0 0
"495" "laugh" 32 81.71875 566 3.82862190812721 19 31 1 18 2 53 3 56 43 1 6 70 7 20 2 59 10 31 7 14 0 29 15 13 6 18 16 3 2 7 44 0 0 0 0 0 2 2 0 0 0 0 0
"496" "acr" 9 97.2222222222222 192 3.75520833333333 8 10 0 5 2 14 0 15 15 0 1 32 5 12 2 16 9 3 1 6 0 3 16 3 2 0 5 0 0 7 15 0 0 0 0 0 0 0 0 0 0 0 0
"497" "test" 37 105.756756756757 866 3.68129330254042 10 38 0 27 10 61 1 82 35 2 11 85 5 25 1 121 27 65 4 28 0 44 89 21 21 12 11 4 4 9 40 4 3 1 2 0 0 0 3 0 0 0 0
"498" "back" 43 72.8372093023256 688 3.80087209302326 19 50 1 11 3 53 2 91 17 2 5 56 7 25 2 94 14 47 7 14 2 29 70 24 7 5 8 0 0 8 23 4 4 1 0 0 1 1 4 0 0 0 0
"499" "boat" 23 150.782608695652 776 3.55412371134021 19 23 0 30 6 84 4 87 29 2 6 116 6 23 1 80 22 48 3 24 0 42 53 12 5 23 13 2 1 9 32 0 1 2 0 0 0 0 0 0 0 0 0
"500" "friend" 37 96.972972972973 764 3.87041884816754 14 38 0 25 14 69 1 83 44 4 8 88 3 42 0 58 30 53 11 19 0 22 71 22 13 8 4 5 4 5 48 4 0 0 0 2 0 0 0 0 0 0 0
"501" "school" 35 86.2285714285714 667 3.73613193403298 30 35 0 28 4 45 0 71 50 0 11 85 7 26 0 59 25 39 9 19 0 30 52 16 8 5 2 4 0 4 51 0 1 0 2 0 0 0 0 0 0 0 0
"502" "look" 34 107.764705882353 815 3.70920245398773 46 34 0 31 4 50 3 68 21 0 14 86 14 12 7 91 25 62 6 19 1 36 92 31 26 4 3 6 4 7 25 4 4 0 0 0 0 0 4 0 0 0 0
"503" "dog" 36 74.5833333333333 590 3.80169491525424 15 43 0 21 4 44 1 47 22 4 9 85 16 15 1 59 19 26 2 24 2 35 50 15 5 0 3 1 1 5 26 6 0 1 0 0 0 2 6 1 0 0 0
"504" "laugh" 22 193.545454545455 896 3.85267857142857 18 22 0 56 6 94 2 66 41 5 17 137 5 27 1 69 18 64 6 38 0 70 12 12 2 32 39 7 7 14 49 2 3 0 1 1 0 0 1 1 0 0 0
"505" "play" 16 155.1875 535 3.78504672897196 12 18 3 15 3 28 0 55 22 0 3 81 16 12 0 77 4 26 0 21 2 24 70 6 3 10 5 2 3 5 25 3 3 0 0 0 0 0 3 0 0 0 0
"506" "face" 49 90.265306122449 963 3.83177570093458 21 65 0 35 6 70 0 107 34 3 6 109 5 18 0 117 32 63 9 15 3 41 102 21 18 17 5 3 0 1 38 22 1 0 1 0 0 0 11 1 1 0 0
"507" "friend" 46 89.5652173913043 932 3.63090128755365 39 46 0 44 7 64 0 80 36 3 7 92 8 35 0 114 23 67 6 32 0 52 48 25 9 40 26 6 5 9 40 3 1 0 3 1 0 0 0 1 0 0 0
"508" "laugh" 31 86.6774193548387 590 3.78474576271186 24 37 1 17 2 36 0 54 41 0 17 77 5 13 1 64 16 43 3 6 0 42 5 7 6 31 28 1 3 3 42 1 1 1 3 0 0 0 1 0 0 0 0
"509" "laugh" 23 123.086956521739 586 3.96928327645051 4 24 0 26 2 48 2 62 44 7 11 64 5 17 0 74 6 45 0 11 0 26 16 9 4 26 25 2 8 10 52 0 1 0 2 3 0 0 0 2 0 0 0
"510" "paint" 40 80.75 753 3.49402390438247 28 41 0 27 4 64 1 74 34 2 8 94 11 28 0 74 25 50 3 26 0 25 75 13 17 6 2 1 1 6 39 3 3 1 0 1 0 0 2 2 1 0 0
"511" "laugh" 9 195.222222222222 380 3.72894736842105 8 9 0 15 2 34 0 58 15 1 2 44 1 6 0 43 10 31 6 6 0 10 46 13 3 4 2 3 3 2 16 0 0 1 0 0 0 0 0 2 0 0 0
"512" "dad" 6 285.666666666667 404 3.30693069306931 7 7 0 14 2 31 1 44 12 0 2 50 1 6 0 65 14 21 1 13 0 15 62 12 9 4 3 0 0 1 15 0 3 0 0 0 0 0 0 4 0 0 0
"513" "black" 63 69.3650793650794 971 3.7610710607621 44 68 4 28 22 81 1 94 79 3 11 118 8 42 0 82 9 54 0 30 3 40 69 13 4 16 13 1 10 11 83 4 1 2 1 1 0 0 3 1 0 0 0
"514" "laugh" 55 57.2181818181818 744 3.5497311827957 60 54 0 25 1 47 4 59 48 1 19 80 9 20 1 74 12 42 4 13 0 52 6 8 8 40 29 1 10 7 53 2 4 1 2 1 0 0 0 0 0 0 0
"515" "time" 46 92.195652173913 902 3.95343680709534 52 53 6 33 16 66 2 87 60 3 9 106 16 28 7 74 35 46 4 26 0 26 84 15 18 9 1 1 3 7 65 6 2 0 0 0 0 0 1 0 0 0 0
"516" "brother" 28 83.1428571428571 553 3.4122965641953 13 31 0 18 4 46 2 56 17 0 4 68 2 12 0 76 19 25 1 16 0 28 60 11 6 4 10 2 7 5 18 5 1 0 0 0 0 0 4 0 0 0 0
"517" "bus" 58 47.2586206896552 641 3.63182527301092 28 59 0 18 8 53 5 49 20 0 6 67 5 12 3 65 11 42 3 18 4 23 79 13 17 7 4 1 5 2 22 8 2 0 0 0 0 0 4 0 0 0 0
"518" "laugh" 42 74.3571428571429 693 3.74458874458874 19 44 3 22 7 59 2 75 26 1 8 92 14 24 0 68 16 41 4 13 0 29 34 13 10 22 23 3 4 3 28 2 1 5 4 1 0 0 1 0 0 0 0
"519" "guy" 51 72.6078431372549 837 3.67622461170848 38 54 0 28 6 33 2 65 33 3 13 69 12 14 2 122 23 78 3 32 0 54 62 19 7 22 17 2 5 9 39 2 3 1 0 0 0 0 2 1 1 0 0
"520" "paint" 41 74.3414634146341 685 3.71094890510949 34 44 1 16 1 59 1 67 28 1 8 91 2 18 0 72 22 31 8 23 1 35 60 19 9 11 1 0 3 3 30 8 1 0 1 0 0 0 5 0 1 0 0
"521" "bus" 23 126.521739130435 617 3.85575364667747 7 23 0 25 3 63 2 63 29 1 6 76 6 24 1 71 16 37 4 15 0 20 57 16 8 11 6 0 5 10 33 3 3 1 2 0 0 0 3 0 0 0 0
"522" "happi" 13 136.692307692308 396 3.59090909090909 1 12 0 18 0 29 0 40 18 0 7 49 1 8 0 66 8 18 2 11 0 27 25 14 3 17 9 1 2 5 20 0 2 2 0 0 0 0 0 1 0 0 0
"523" "smile" 14 68.6428571428571 226 3.52654867256637 19 14 1 10 0 18 0 17 12 1 2 30 3 6 0 16 7 12 2 6 0 12 2 5 5 8 13 2 1 0 13 0 0 1 1 0 0 0 0 0 0 0 0
"524" "speech" 47 83.5744680851064 841 3.89536266349584 37 49 0 31 4 82 0 87 49 2 7 126 2 37 0 58 22 43 3 28 0 40 54 15 10 18 9 2 8 6 52 3 1 2 1 0 1 2 2 0 0 0 0
"525" "love" 36 107.111111111111 795 4.03899371069182 31 39 0 40 5 61 1 77 39 5 10 86 22 19 0 89 21 41 7 24 0 34 84 12 25 3 2 1 1 7 45 5 1 0 1 1 0 0 1 0 0 0 0
"526" "school" 29 94.1724137931034 606 3.68316831683168 18 29 0 17 5 51 1 65 28 0 4 98 6 12 0 63 24 28 6 28 0 19 55 20 15 4 6 0 3 1 28 0 0 0 0 0 0 0 0 0 0 0 0
"527" "start" 26 107.384615384615 621 3.6634460547504 22 27 0 25 9 70 2 78 22 1 8 79 4 27 3 56 7 38 7 12 0 18 64 16 5 8 2 0 1 7 23 0 0 2 0 1 0 0 0 0 0 0 0
"528" "laugh" 59 72.1186440677966 911 3.90998902305159 22 58 2 40 4 82 4 98 41 4 10 105 16 29 9 82 14 64 9 17 0 28 94 27 24 2 9 1 3 3 47 0 2 0 6 2 0 0 0 0 0 0 0
"529" "brother" 28 125.357142857143 780 3.63846153846154 6 28 0 43 13 43 1 71 25 0 13 87 0 27 0 97 46 54 14 17 0 40 68 31 5 13 17 2 6 11 25 0 0 0 2 0 0 0 0 0 0 0 0
"530" "thing" 46 84.6304347826087 850 3.80235294117647 44 46 0 33 8 59 1 83 54 4 15 91 7 32 0 83 25 52 2 26 0 50 50 20 5 18 17 1 4 11 59 3 1 0 2 1 0 0 1 1 0 0 0
"531" "laugh" 33 92.2424242424242 657 3.86605783866058 33 40 1 26 4 50 1 66 38 2 9 73 11 34 0 56 21 49 2 9 0 25 29 20 8 16 15 2 3 4 42 4 2 0 1 2 0 0 1 0 0 0 0
"532" "home" 49 83.2448979591837 897 3.7190635451505 7 48 0 49 7 76 0 111 18 0 7 124 13 35 0 84 40 38 9 43 0 40 110 19 4 3 1 2 0 7 19 0 1 1 0 0 0 0 0 0 0 0 0
"533" "drive" 33 129.060606060606 874 4.07322654462243 49 34 1 40 8 66 1 107 46 0 7 103 10 41 1 70 27 57 4 21 0 38 37 20 18 29 20 4 3 4 47 1 1 0 2 2 1 1 0 0 0 0 0
"534" "hous" 56 77.75 967 3.74767321613237 42 59 0 30 24 71 2 104 33 3 13 100 24 24 9 121 5 55 1 27 1 41 120 19 14 4 2 0 0 13 37 2 1 1 0 0 0 0 2 0 0 0 0
"535" "laugh" 42 99.7857142857143 883 3.91619479048698 14 44 1 38 5 61 0 82 50 7 21 114 13 26 1 93 26 56 7 27 0 50 62 21 11 16 12 1 1 11 59 3 2 0 4 0 1 1 1 0 0 0 0
"536" "father" 45 92.7111111111111 888 3.89076576576577 31 45 4 34 8 79 2 107 32 0 4 126 6 31 1 71 46 33 10 26 0 32 100 32 14 2 0 1 6 3 34 0 2 0 0 0 0 0 0 0 0 0 0
"537" "good" 2 83.5 36 3.80555555555556 1 1 0 1 0 2 0 3 3 0 0 5 0 1 0 0 6 3 0 2 0 2 2 1 0 0 2 0 0 0 4 0 1 0 0 0 0 0 0 0 0 0 0
"538" "laugh" 43 96.9302325581395 908 3.7488986784141 2 43 0 43 5 58 3 86 47 4 8 81 0 24 1 130 15 70 3 24 0 48 85 39 2 25 30 1 9 12 51 2 0 0 3 1 0 0 1 3 0 0 0
"539" "mom" 41 90.2926829268293 830 3.61807228915663 5 42 0 48 2 68 1 78 29 0 11 125 5 20 0 87 30 54 6 26 0 39 75 23 12 19 11 0 1 5 32 1 3 1 0 0 0 0 3 0 0 0 0
"540" "walk" 29 91.1724137931034 582 3.71993127147766 10 30 1 27 4 42 3 61 28 7 6 61 6 28 0 59 19 32 9 15 0 18 62 12 15 9 2 1 2 5 36 1 1 1 0 0 1 1 2 1 0 0 0
"541" "head" 19 74.7894736842105 324 3.57098765432099 2 19 0 3 12 34 2 53 9 0 0 35 2 7 0 39 3 23 9 11 0 11 34 3 1 2 2 1 0 6 9 0 0 0 1 0 0 0 0 0 0 0 0
"542" "laugh" 35 94.0571428571429 724 3.74033149171271 13 37 2 33 2 51 0 61 29 1 10 83 2 19 0 80 30 58 2 23 0 48 3 19 7 48 27 1 10 8 40 0 10 1 6 0 0 0 0 0 0 0 0
"543" "move" 30 104.133333333333 686 3.7069970845481 14 30 0 33 3 48 1 67 51 2 7 74 1 16 1 76 17 63 6 22 0 28 62 14 14 10 8 1 2 10 55 0 2 0 3 0 0 0 0 0 0 0 0
"544" "cart" 48 89.6666666666667 952 3.7531512605042 65 52 4 34 9 77 2 101 50 3 11 125 8 27 0 69 38 71 8 25 0 40 63 18 12 19 6 4 2 3 54 1 1 0 1 3 0 0 0 0 0 0 0
"545" "laughter" 25 57 299 4.07692307692308 12 26 2 9 2 27 0 24 16 0 15 38 8 12 1 28 2 18 2 0 0 25 0 6 1 8 5 0 1 8 16 2 0 1 0 0 0 0 0 0 0 0 0
"546" "girl" 71 63.6197183098592 958 3.99060542797495 35 71 4 29 18 82 1 95 30 2 0 121 29 50 1 75 30 45 7 34 2 25 101 32 11 7 3 1 0 8 34 5 2 0 0 0 0 0 2 0 0 0 0
"547" "relationship" 25 114.88 625 3.784 26 25 1 32 7 38 0 64 49 2 12 69 4 11 0 68 19 34 4 19 0 34 20 17 4 24 21 2 4 5 53 3 2 0 1 0 0 0 3 1 0 0 0
"548" "laugh" 24 77.75 425 3.64470588235294 14 25 0 17 1 29 0 45 15 3 11 32 3 12 1 53 6 35 4 8 1 28 15 17 5 18 13 0 4 4 18 1 0 0 3 0 1 1 0 0 0 0 0
"549" "hill" 17 106 388 3.81701030927835 14 17 1 14 2 36 0 60 14 1 8 51 5 15 0 43 13 20 1 3 1 14 23 8 5 10 4 2 0 1 16 0 1 1 0 0 0 0 0 0 0 0 0
"550" "day" 5 137.2 137 4.12408759124088 1 5 0 3 0 17 0 14 9 0 4 20 0 10 0 8 2 6 1 7 0 12 1 2 1 2 8 0 0 1 11 0 2 0 1 0 0 0 0 0 0 0 0
"551" "grandma" 49 85.0408163265306 940 3.63085106382979 26 51 0 48 9 80 1 101 28 5 11 114 7 27 2 96 32 65 12 23 0 37 74 24 9 10 14 4 4 15 36 1 3 0 2 1 2 2 0 0 0 0 0
"552" "game" 27 109.37037037037 630 3.85238095238095 15 28 0 26 10 63 1 68 40 2 5 87 0 22 1 47 10 47 6 19 0 30 14 11 9 34 17 0 3 7 45 1 3 1 0 3 0 0 0 0 0 0 0
"553" "make" 14 301.857142857143 894 3.81767337807606 3 23 0 50 6 64 2 110 49 2 17 94 2 25 3 120 19 64 5 28 0 73 40 17 3 33 18 4 0 12 51 6 0 0 1 0 1 0 0 0 0 0 0
"554" "bathroom" 19 160.210526315789 650 3.79230769230769 5 26 0 23 0 61 3 65 40 0 8 79 3 16 0 73 16 41 5 21 0 37 48 18 7 17 9 3 3 12 40 2 0 2 0 1 0 0 1 5 0 0 0
"555" "friend" 39 110.025641025641 920 3.83260869565217 28 39 0 32 9 94 0 103 49 2 9 113 14 49 1 65 25 71 8 33 0 39 72 21 9 11 6 4 6 5 52 0 1 0 2 0 0 0 0 0 0 0 0
"556" "laugh" 30 69.7 451 3.90909090909091 27 30 0 11 2 41 2 40 29 1 15 59 10 14 2 38 6 23 2 10 0 27 14 9 5 15 7 0 1 7 31 1 1 2 0 0 0 0 0 0 0 0 0
"557" "parent" 46 90.4565217391304 925 3.68216216216216 22 46 0 34 3 52 2 86 41 1 9 105 10 32 0 100 45 75 6 26 0 48 96 27 15 9 7 1 6 13 47 0 5 1 2 0 0 0 0 0 0 0 0
"558" "laugh" 18 105.277777777778 416 3.74519230769231 21 18 4 21 2 32 1 43 21 6 5 38 1 10 0 43 11 38 2 12 0 20 17 4 7 13 10 0 2 4 36 0 9 0 1 0 0 0 0 0 0 0 0
"559" "laugh" 68 50.7941176470588 820 3.53414634146341 31 68 0 34 6 43 1 65 48 4 9 70 1 19 1 97 17 61 5 29 1 45 80 15 11 19 9 3 5 12 54 3 2 0 1 2 0 0 3 0 0 0 0
"560" "call" 35 122.228571428571 912 3.83552631578947 15 36 2 48 7 76 0 91 30 9 14 81 15 15 1 105 17 65 8 30 0 52 82 31 28 11 14 2 12 9 43 0 4 0 2 0 0 0 0 0 0 0 0
"561" "happen" 39 111.179487179487 919 3.89118607181719 28 40 1 34 12 65 2 92 46 3 9 105 4 23 3 96 38 69 8 31 2 49 72 18 15 15 15 2 8 3 50 3 1 1 2 1 0 0 3 0 0 0 0
"562" "time" 34 105.411764705882 767 3.84093872229465 17 35 0 38 6 51 0 91 37 5 15 86 2 37 1 76 28 54 6 23 0 38 58 25 5 9 7 1 1 7 44 1 2 2 1 1 0 0 1 0 0 0 0
"563" "laugh" 38 113.131578947368 917 3.84514721919302 26 39 0 30 5 75 4 101 53 1 5 118 6 14 1 114 19 71 6 21 0 29 87 30 12 19 13 5 4 0 57 2 3 1 3 0 0 0 0 0 0 0 0
"564" "bike" 20 73.3 345 3.46666666666667 11 21 0 10 1 25 0 23 16 1 5 37 1 10 0 37 12 17 4 16 0 30 33 16 3 4 3 0 2 6 17 0 0 0 1 0 0 0 0 0 0 0 0
"565" "room" 38 112.157894736842 912 3.83552631578947 27 38 0 26 9 76 0 89 53 0 9 114 19 18 2 85 28 60 5 38 0 50 86 24 18 6 3 3 9 6 59 0 6 0 3 0 0 0 0 0 0 2 0
"566" "laugh" 36 77.4166666666667 605 3.82314049586777 14 37 0 27 4 41 1 55 41 0 5 52 6 32 1 59 13 39 3 20 3 32 58 25 2 2 9 4 6 8 42 1 1 0 2 1 0 0 1 0 0 0 0
"567" "laugh" 22 87 442 3.52262443438914 6 22 0 17 4 18 0 54 11 2 13 44 0 19 0 56 28 34 3 14 0 26 10 8 10 22 10 1 2 5 14 0 1 0 1 1 0 0 0 0 0 0 0
"568" "team" 44 107.772727272727 957 4.17450365726228 46 43 17 22 8 85 0 109 57 4 14 132 7 55 7 61 32 48 5 24 2 42 54 31 10 7 10 4 2 2 66 4 5 0 6 1 0 0 1 0 0 0 0
"569" "laugh" 27 99.1111111111111 566 3.92402826855124 19 28 2 21 1 39 1 62 30 0 10 60 7 21 1 60 13 22 9 17 0 34 63 19 9 4 2 2 1 1 32 4 2 0 0 1 0 0 1 0 0 0 0
"570" "mother" 34 102.617647058824 692 4.23699421965318 26 34 2 27 8 54 0 71 50 3 4 111 11 31 3 52 37 28 2 19 0 19 61 6 14 3 3 1 2 3 56 2 3 0 0 1 0 0 0 0 0 1 0
"571" "decid" 48 82.75 862 3.81902552204176 34 49 0 24 7 101 3 99 44 0 4 102 26 18 0 83 4 45 9 33 0 35 85 14 10 10 5 4 3 4 47 1 3 2 0 0 0 0 1 0 0 0 0
"572" "truck" 14 152.642857142857 458 3.78602620087336 6 17 0 28 5 31 0 54 13 1 6 57 10 10 0 47 13 47 6 15 0 22 38 3 6 4 7 0 3 4 15 1 1 0 0 0 0 0 0 3 0 0 0
"573" "laughter" 30 73.7333333333333 456 4.07675438596491 12 30 0 19 2 33 3 35 27 2 13 65 5 19 0 33 13 30 4 8 0 36 7 11 7 17 13 3 2 4 32 0 3 0 0 0 0 0 0 0 0 0 0
"574" "laugh" 42 79 710 3.90985915492958 26 42 0 28 3 36 3 61 37 1 17 63 4 31 3 87 10 68 1 15 0 42 47 15 2 25 10 1 8 18 41 0 3 0 2 1 0 0 0 0 0 0 0
"575" "laugh" 30 112.133333333333 720 3.84166666666667 6 32 0 36 3 40 0 74 32 2 13 71 2 22 1 104 17 69 2 19 0 38 32 23 3 41 19 2 3 9 34 0 0 0 3 1 0 0 1 0 0 0 0
"576" "laughter" 36 86.5555555555556 599 4.41569282136895 12 36 0 16 5 48 1 74 40 1 16 80 13 51 2 19 16 19 0 15 0 35 14 10 18 20 15 11 1 2 41 3 0 0 1 2 0 0 3 0 0 0 0
"577" "thing" 41 107.268292682927 942 3.86305732484076 57 41 1 36 7 83 1 112 44 4 16 94 3 30 0 85 11 62 8 31 0 47 72 30 27 10 5 4 8 10 48 1 0 0 1 0 0 0 1 0 0 0 0
"578" "laugh" 35 74.8 591 3.68358714043993 29 35 4 24 10 37 1 51 23 2 6 54 4 22 2 70 1 56 6 18 1 40 21 7 13 20 17 1 1 7 27 0 2 1 4 0 0 0 0 1 0 0 0
"579" "laugh" 31 81.3870967741936 559 3.70840787119857 11 31 0 15 8 45 0 52 24 1 10 67 2 21 1 57 12 40 1 20 0 23 39 11 18 17 9 4 9 5 25 0 0 1 3 1 0 0 0 1 0 0 0
"580" "laugh" 5 261.2 281 3.70106761565836 0 5 0 23 1 17 1 19 12 0 3 21 1 13 0 31 4 26 1 16 0 24 26 9 1 9 8 3 1 3 14 0 2 1 0 0 0 0 0 0 0 0 0
"581" "janitor" 12 91.5 246 3.65853658536585 7 12 0 8 1 30 0 24 18 0 1 39 1 4 1 21 3 21 0 6 0 8 25 4 1 4 4 0 0 1 20 0 2 0 0 0 0 0 0 0 0 0 0
"582" "time" 22 154.954545454545 761 3.61760840998686 20 22 5 45 6 44 0 70 21 3 15 74 2 19 1 109 30 50 4 26 0 44 59 22 11 13 21 1 7 12 26 0 2 0 0 0 1 1 0 1 0 0 0
"583" "told" 10 132.4 284 3.76760563380282 0 10 0 12 3 24 1 32 4 0 2 46 0 6 0 28 13 13 2 14 0 10 42 7 4 0 1 2 3 5 4 0 0 0 0 0 0 0 0 0 0 0 0
"584" "phone" 13 132.076923076923 380 3.63421052631579 2 13 0 23 5 33 0 33 10 1 6 58 0 8 0 41 14 31 6 7 0 14 40 16 1 4 4 1 2 7 11 0 0 0 0 0 0 0 0 0 0 0 0
"585" "laugh" 25 122.08 694 3.55331412103746 8 28 0 36 3 50 0 63 27 0 6 62 3 28 3 90 17 61 4 16 4 28 70 26 7 15 8 2 5 7 29 5 2 0 0 0 0 0 8 2 0 0 0
"586" "laughter" 31 81.4193548387097 513 4.15204678362573 24 30 0 19 3 40 0 53 32 4 7 74 7 18 4 39 13 28 4 12 0 18 34 13 11 3 9 2 1 3 42 0 6 0 2 0 0 0 0 0 0 0 0
"587" "laugh" 11 120.909090909091 283 3.84805653710247 3 11 0 14 1 30 0 31 18 4 1 38 3 11 1 35 9 12 1 3 0 9 16 3 3 9 8 0 1 5 24 0 2 0 1 0 0 0 0 0 0 0 0
"588" "day" 22 120.772727272727 576 3.82291666666667 53 22 0 21 7 38 1 67 34 1 8 60 11 16 2 53 13 50 3 17 0 25 41 4 7 3 6 2 7 1 35 0 0 1 0 2 0 0 0 0 0 0 0
"589" "brother" 67 63.0746268656716 944 3.72351694915254 16 67 0 37 13 69 3 102 42 3 7 125 4 32 1 114 45 48 5 14 1 35 103 24 7 7 9 2 1 1 48 2 3 1 0 0 0 0 1 0 0 0 0
"590" "smile" 59 65.3559322033898 867 3.70934256055363 21 64 2 36 8 74 0 82 29 0 12 98 6 36 1 106 8 41 5 27 2 50 50 15 13 24 31 3 0 11 30 6 1 0 1 0 0 0 3 1 0 0 0
"591" "laugh" 27 101.333333333333 604 3.74834437086093 14 28 0 19 6 41 1 55 32 5 8 70 6 16 0 82 2 34 6 14 1 36 19 15 5 35 25 3 6 11 37 5 0 1 1 0 1 1 0 0 0 0 0
"592" "laugh" 38 83.2105263157895 706 3.72946175637394 54 38 0 25 2 57 0 72 41 5 3 77 6 22 0 71 13 38 4 8 0 23 7 34 4 45 31 6 1 13 47 2 1 1 1 1 0 0 0 0 0 0 0
"593" "sing" 42 100.428571428571 935 3.69946524064171 35 42 0 40 3 60 1 96 42 1 21 95 11 28 2 110 35 53 8 39 1 53 95 22 7 10 4 1 3 8 46 2 3 1 1 1 0 0 1 0 0 0 0
"594" "dad" 9 173.333333333333 359 3.45682451253482 8 10 1 19 3 35 0 37 20 3 4 33 4 16 0 40 4 23 2 13 0 17 34 7 1 6 4 2 4 4 23 2 0 0 0 0 0 0 2 1 0 0 0
"595" "hous" 51 80.0980392156863 933 3.57877813504823 27 51 0 36 5 73 6 95 24 2 1 129 10 33 0 96 31 55 16 29 2 28 97 30 14 9 19 5 3 5 27 0 1 0 1 0 0 0 0 0 0 0 0
"596" "laugh" 14 71.7142857142857 209 4.06698564593301 2 16 0 5 2 10 0 23 12 3 1 42 0 3 1 15 6 14 0 6 2 6 11 2 0 9 6 0 2 2 18 3 3 0 2 0 0 0 0 0 0 0 0
"597" "laugh" 32 102.875 715 3.75524475524476 26 32 5 30 6 54 0 70 42 1 15 78 13 25 0 66 15 59 2 15 0 40 34 20 10 17 12 1 8 13 47 1 4 0 0 0 0 0 1 0 0 0 0
"598" "class" 45 61.6888888888889 613 3.77650897226754 11 45 0 28 8 49 1 50 44 5 6 76 11 16 1 58 19 35 4 18 1 22 69 16 11 2 0 0 3 3 49 0 0 1 0 0 0 0 0 0 0 0 0
"599" "time" 23 101.826086956522 507 3.79092702169625 15 23 0 24 4 24 0 50 22 2 21 39 4 28 0 53 12 49 8 18 0 40 33 3 3 9 3 2 5 6 26 0 2 2 2 1 0 0 0 0 0 0 0
"600" "talk" 56 76.875 936 3.83012820512821 25 58 0 54 3 73 1 86 53 2 10 116 6 38 0 95 15 77 5 23 1 40 63 11 14 27 20 2 3 9 57 0 2 0 0 1 1 1 0 1 0 0 0
"601" "friend" 57 73.6666666666667 932 3.71888412017167 19 57 0 31 11 78 1 103 48 6 21 87 4 41 0 97 22 66 6 28 0 54 76 21 16 6 10 4 6 5 56 0 2 1 3 0 0 0 1 1 0 0 0
"602" "day" 50 80.64 923 3.56879739978332 25 51 0 18 8 67 4 91 30 1 11 101 5 33 0 88 33 56 9 41 9 70 68 14 12 24 21 1 5 11 34 1 3 2 0 0 0 0 3 7 0 0 0
"603" "laugh" 33 77.5757575757576 589 3.56706281833616 22 34 1 19 6 46 1 62 25 0 6 89 7 7 2 60 22 38 3 15 0 29 40 22 1 11 6 1 2 7 26 1 1 1 0 1 0 0 0 1 0 0 0
"604" "school" 24 95 481 3.93762993762994 15 24 2 12 3 32 1 59 27 3 9 62 7 11 0 52 12 33 3 13 0 17 42 10 8 7 6 2 2 5 30 1 0 0 0 0 0 0 1 0 0 0 0
"605" "ice" 4 125.5 122 3.27868852459016 3 6 0 7 1 8 0 10 7 0 1 17 0 2 0 15 5 6 0 4 0 4 9 4 1 5 3 0 1 0 7 2 0 0 0 0 0 0 1 0 0 0 0
"606" "back" 3 136.333333333333 89 3.76404494382022 4 3 0 5 0 10 0 8 2 0 0 8 4 3 1 11 1 6 0 5 0 2 9 0 1 2 0 1 0 1 2 0 0 0 0 0 1 1 0 0 0 0 0
